Scope,Console ID,Current Console ID (Auto generated),GAP ID,CR ID,Tower Name,Release Name,GPO Lead,Process Sub-Lead,Business Unit,IT Tower Lead,RICEFW Type,Deloitte Tower Lead,RICEFW Description/ Short Text,B-App IAPM ID,B-App Name,L3 Process Code,L3 Design Sprint End,FS Responsible Team,TDD Responsible Team,RICEFW Intake Form Status,RICEFW Intake Form Link,Process Steward,Created By,Comments,Status,RICEFW ID,Intimation Alert,Row Id,CR Creation Date,Created
01. IAO ERP,556.0,1385.0,CM-050-020,,04. OTC IF,03.R3,Jill Matalon,,03.Shared Services,Kevin A Brown,04.Enhancement,Ravi Vishwanathan,Implement mapping between customer’s risk class and credit check steps,,,CM-050-020,#NO MATCH,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/556_OTC_RICEFW%20CFIN%20Credit%20Risk%20Class%20Mapping.pptx?d=we68a588013a643cb82daa5d719fd410c&csf=1&web=1&e=EKR8mh,,,05/16: Intake Complete,03.Processed,OTCE0234,,,,2024-05-06 13:04:54
01. IAO ERP,558.0,1386.0,,,08. FTS IP,03.R3,Randy Eck,Hoon Hoon Heng,01.IP - Intel Product,Kim Holloway,02.Interface,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz",ECD (Excursion Containment Disposition) to SAP S/4 and 3PL connection,8785.0,ECD,L-060-050,R3 Design Sprint 3,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/R3_FTS_IP_LOGISTICS_L-060-050_Interface%20-%2010_%20RICEFW%20Intake%20form.pptx?d=wadd9edac8c254ef1aeaf16cc792c8a5a&csf=1&web=1&e=gFHI1Q,Hoon Hoon Heng,Bhoomika Prakash,"06/13: Intake processed 
Marked as Inactive due lack of details.
6/5: Approved by GPO.",03.Processed,LOGI0336_IF LOGI0336_IP,,,,2024-05-06 19:58:22
01. IAO ERP,559.0,1387.0,,,05. OTC IP,03.R3,Randy Eck,Shiuk Ming Loke,01.IP - Intel Product,Ramesh Govindan,04.Enhancement,maheshgowda@deloitte.com,3B12 Request not to be sent until FO creation,,,LO-180-170,R3 Design Sprint 3,01.Deloitte,01.Deloitte,00.Draft,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/R3_IP_OTC_LOGITICS_LO-180-170_3B12%20Request%20not%20to%20be%20sent%20until%20FO%20creation_RICEFW%20Intake%20Form.pptx?d=w8a43bdab14da42519834ba0ed965bc5b&csf=1&web=1&e=sct4cl,,Ketul Ashokkumar Pitroda,,01.inactive,,,,,2024-05-07 02:37:57
01. IAO ERP,560.0,1388.0,IDM-USID-0303-OTC IP,,05. OTC IP,03.R3,Randy Eck,Shiuk Ming Loke,01.IP - Intel Product,Ramesh Govindan,02.Interface,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz",3B12 Request to 3PL on FO creation,,,LO-180-080,R3 Design Sprint 4,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/R3_IP_OTC_LOGITICS_LO-180-080_3B12%20Request%20to%203PL%20on%20FO%20creation_RICEFW%20Intake%20Form.pptx?d=wf1c20876cc05485599fbad23232f5ac8&csf=1&web=1&e=D3s63o,Shiuk Ming Loke,Ketul Ashokkumar Pitroda,"6/25 : Intake processed on 06/24
6/5: Approved by GPO.",03.Processed,LOGI0418,,,,2024-05-07 02:37:57
01. IAO ERP,561.0,1389.0,,,05. OTC IP,03.R3,Randy Eck,Shiuk Ming Loke,01.IP - Intel Product,Ramesh Govindan,02.Interface,maheshgowda@deloitte.com,3B12 Confirmation from 3PL,,,LO-180-170,R3 Design Sprint 3,01.Deloitte,01.Deloitte,00.Draft,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/R3_IP_OTC_LOGITICS_LO-180-170_3B12%20Confirmation%20from%203PL_RICEFW%20Intake%20Form.pptx?d=w305f3997906f4b778acbfb86d3f71860&csf=1&web=1&e=uRO5q0,,Ketul Ashokkumar Pitroda,3B12 Confirmation is received through Email only. Hence this RICEFW is out of  scope and not required.,01.inactive,,,,,2024-05-07 02:37:57
01. IAO ERP,562.0,1391.0,,,05. OTC IP,03.R3,Shelly Lafree,Junior Milan,01.IP - Intel Product,Kevin A Brown,02.Interface,Ravi Vishwanathan,Interface to Maintain Customer Part numbers in CMIR in S4 through WOM,31717.0,WOM,,,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7BF8333DE7-7D73-4729-ACA6-DD0B8EEEA198%7D&file=Console%20ID_562_IP_OTC_Interface%20to%20Maintain%20Customer%20part%20numbers%20in%20S4%20through%20WOM.pptx&action=edit&mobileredirect=true,,Sindhuja Gangireddy,"12/2 combined 1393 & 1394 into this RICEFW per Chandra S.  Approved by Stacey
06/25: Intake processed on 06/24",03.Processed,OTCI0417,,,,2024-06-03 04:15:34
01. IAO ERP,752.0,1393.0,,,05. OTC IP,03.R3,Shelly Lafree,Junior Milan,01.IP - Intel Product,Kevin A Brown,02.Interface,Ravi Vishwanathan,Interface to GET Customer Part numbers in CMIR in S4 through WOM,31717.0,WOM,,,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B3C7BEA16-8E40-43F2-9022-D05771533265%7D&file=Console%20ID_752_IP_OTC_Interface%20to%20Fetch%20Customer%20part%20numbers%20in%20S4%20through%20WOM.pptx&action=edit&mobileredirect=true,,Sindhuja Gangireddy,"Cancelled
12/2 Per Chandra S cancelled and combined with 1391 (OTCI0417).  Approved by Stacey
6/25 : Intake processed on 06/24
6/18:Approved",03.Processed,OTCI0412,,,,2024-06-03 05:19:53
01. IAO ERP,563.0,1394.0,,,05. OTC IP,03.R3,Shelly Lafree,Junior Milan,01.IP - Intel Product,Kevin A Brown,02.Interface,Ravi Vishwanathan,Interface to search Customer Part numbers in CMIR in S4 through WOM,31717.0,WOM,,,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B70449078-2048-40D0-8188-EA889E77E935%7D&file=Console%20ID_563_IP_OTC_Interface%20to%20Fetch%20Customer%20part%20numbers%20in%20S4%20through%20WOM.pptx&action=edit&mobileredirect=true,,Sindhuja Gangireddy,"Cancelled
12/2: Cancelled Per Chandra S.  Combined with 1391 (OTCI0417).  Approved by Stacey
6/25: Intake processed on 06/24
6/11: Approved",03.Processed,OTCI0416,,,,2024-06-03 05:24:23
01. IAO ERP,564.0,1395.0,DC-060-010-IDM-USID-1816-FPR,,03. FPR,02.R2,Shane Bethune,fabian.catro@intel.com,02.IF - Intel Foundry,Bharath PLVN,02.Interface,Taylor Funk,Global Next interface required between SAP and ONESOURCE for Indirect tax calculation​,6878.0,Readsoft - WorkCycle,DC-060-010,R3 Design Sprint 4,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/564_ONESOURCE%20Global%20Next_RICEFW%20Intake%20For_Interface.pptx?d=wa708ddc3ca5849009fe14f8e6e4712a6&csf=1&web=1&e=jRPp67,,Rose Pham,05/13 : Awaiting response from Intel on Ownership of this Interface,03.Processed,FPRI0274,,,,2024-05-08 16:20:14
01. IAO ERP,565.0,1396.0,OR-140-001,,03. FPR,03.R3,Shane Bethune,Sukhwinder Ranu,03.Shared Services,Bharath PLVN,04.Enhancement,Prabesh Acharya,Cash App rules engine for matching incoming payments with payment advice,,,OR-140-110,R3 Design Sprint 4,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/565_OR-140-001_FPR_RICEFW%20Intake%20Form_v2.0.pptx?d=wfe70b094fd95487b8b9f45cb7eb5e7e6&csf=1&web=1&e=X60TJ4,,Harsh Navneetbhai Desai,"05/30: Intake Processed
05/27: as per Harsh, GPO aligned
05/23: Object not ready for intake",03.Processed,FPRE0285,,,,2024-05-10 04:40:43
01. IAO ERP,566.0,1397.0,OR-140-002,,03. FPR,03.R3,Shane Bethune,Sukhwinder Ranu,03.Shared Services,Bharath PLVN,04.Enhancement,Prabesh Acharya,Mass upload of payment advice,,,OR-140-110,R3 Design Sprint 4,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/566_OR-140-002_FPR_RICEFW%20Intake%20Form_v2.0.pptx?d=w624e05eefb704bb1985f1638e67d2e95&csf=1&web=1&e=ZLsFM9,,Harsh Navneetbhai Desai,"05/30: Intake Processed
05/27: as per Harsh, GPO aligned
05/23: Object not ready for intake",03.Processed,FPRE0284,,,,2024-05-10 04:52:14
01. IAO ERP,567.0,1398.0,OR-140-003,,03. FPR,03.R3,Shane Bethune,Sukhwinder Ranu,03.Shared Services,Bharath PLVN,02.Interface,Prabesh Acharya,Interface for automatic creation of payment advice,,,OR-140-110,R3 Design Sprint 4,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/567_OR-140-003_FPR_RICEFW%20Intake%20Form_v2.0.pptx?d=w9d78c2fe2ffb48d9a8c6c7ef9faad482&csf=1&web=1&e=NNKoV2,,Harsh Navneetbhai Desai,"05/30: Intake Processed
05/27: as per Harsh, GPO aligned
05/23: Object not ready for intake",03.Processed,FPRE0283 [Cancelled],,,,2024-05-10 04:57:26
01. IAO ERP,568.0,1399.0,MR-020-0001,,03. FPR,03.R3,Shane Bethune,Shira Koerbel,03.Shared Services,Bharath PLVN,02.Interface,Prabesh Acharya,Inbound Interface from QTM to CFIN in relation to QTM payment files and MT messages ( MT101(pain.001) MT 103(pacs.008) and MT3XX and MT 5XX ),,,MR-020-090,R3 Design Sprint 6,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/MR-020_001_FPR_RICEFW%20Intake%20Form_v2.0.pptx?d=wee625128aceb40b1b0279059d9646e4d&csf=1&web=1&e=9YQuWq,,Chaganti Siva Reddy,05/16 : Intake Complete,03.Processed,FPRI0226,,,,2024-05-10 05:39:22
01. IAO ERP,569.0,1400.0,MR-020-0002,,03. FPR,03.R3,Shane Bethune,Shira Koerbel,03.Shared Services,Bharath PLVN,02.Interface,Prabesh Acharya,"Outbound Interface from CFIN to QTM in relation to  QTM payment acknowledgement files and MT message response files ( MT199 (pain.002), MT 5XX, MT3XX) and  Prior day(CAMT.053) and Intraday(CAMT.052) EBS bank statements.",,,MR-020-090,R3 Design Sprint 6,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/MR-020-002_FPR_RICEFW%20Intake%20Form_v2.0.pptx?d=wcc7a4e2680e04866b3abff67073d2bbc&csf=1&web=1&e=OHvhDQ,,Chaganti Siva Reddy,05/16 : Intake complete,03.Processed,FPRI0227,,,,2024-05-10 05:39:22
01. IAO ERP,570.0,1401.0,MR-020-0003,,03. FPR,03.R3,Shane Bethune,Shira Koerbel,03.Shared Services,Bharath PLVN,04.Enhancement,Prabesh Acharya,An Enhancement to make custom convertor in SAP APM to convert file format MT103(Cross Border International wire transfer) to Pacs.008 ISO 20022(XML) file format in CFIN.,,,MR-020-090,R3 Design Sprint 6,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/MR-020-003_FPR_RICEFW%20Intake%20Form_v2.0.pptx?d=w007ed2a9f67647d8b24a47b07c3d0a16&csf=1&web=1&e=CS0Kax,,Chaganti Siva Reddy,05/16 : Intake complete,03.Processed,FPRE0228,,,,2024-05-10 05:39:22
01. IAO ERP,571.0,1402.0,R-IP-I-190-010-001,,05. OTC IP,03.R3,Shelly Lafree,Padraig J Gubbins,01.IP - Intel Product,Kevin A Brown,02.Interface,Ravi Vishwanathan,Inbound interface between Sales Force and S4 needed  to create Return Order for Intel Products,36446.0,Salesforce,R-190-010,#NO MATCH,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/05.%20OTC%20-%20Intel%20Products/6%20Detail%20Design%20Workshops/IP_Returns/Filled%20RICEFW%20Template/Return%20Console_IP_R-190-010_Interface%20from%20SF%20to%20S4%20Order%20Create.pptx?d=w6cb957ad8c244abf8111dc1197e50f4a&csf=1&web=1&e=dCsi47,Kimberly Moore,Shriram Shrikant Rajurkar,06:03: Intake Processed.,03.Processed,OTCI0294,,,,2024-05-10 05:27:06
01. IAO ERP,572.0,1403.0,R-IP-I-190-010-002,,05. OTC IP,03.R3,Shelly Lafree,Padraig J Gubbins,01.IP - Intel Product,Kevin A Brown,02.Interface,Ravi Vishwanathan,Enable Sales Force Return Order Change - Facilitate the change of Return orders from ‘Salesforce' into the S4 system,36446.0,Salesforce,R-190-010,#NO MATCH,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/05.%20OTC%20-%20Intel%20Products/6%20Detail%20Design%20Workshops/IP_Returns/Filled%20RICEFW%20Template/Return%20Console_IP_R-190-010_Interface%20from%20SF%20to%20S4%20Order%20Change.pptx?d=w91b28e8e48614b0296d6cddf75d2bc48&csf=1&web=1&e=sFuqn6,Kimberly Moore,Shriram Shrikant Rajurkar,"06/06: intake Processed
06/03: Not presented in Intake(Tech review) meeting.
To be presented in the next intake session.",03.Processed,OTCI0298,,,,2024-05-10 05:35:53
01. IAO ERP,573.0,1404.0,LI-030-090-001,,06. PTP,03.R3,Randy Eck,Syed S Nawaz,"01.IP - Intel Product
02.IF - Intel Foundry",Kumar Vytla,02.Interface,maheshgowda@deloitte.com,TM:Transportation lane information push to Middleware for Intel Routing Guide,10912.0,Intel Routing Guide,LI-030-090,R3 Design Sprint 3,01.Deloitte,01.Deloitte,00.Draft,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/LI-030-090_PTP_RICEFW%20Intake%20Form-%20TM%20lane%20data%20to%20Interface.pptx?d=wc3ebdc9737164d29bb4baffefe035252&csf=1&web=1&e=xH3CCV,,"Nawaz, Syed S",No longer needed,01.inactive,,,,,2024-05-10 11:30:36
01. IAO ERP,575.0,1405.0,LI-030-090-003,,06. PTP,03.R3,Randy Eck,Syed S Nawaz,01.IP - Intel Product,Kumar Vytla,02.Interface,maheshgowda@deloitte.com,TM:Intel Routing guide interface to pull in the data from Middleware for ransportation lanes,10912.0,Intel Routing Guide,LI-030-090,R3 Design Sprint 3,02.Intel,02.Intel,00.Draft,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/LI-030-090_PTP_RICEFW%20Intake%20Form_Mulesoft%20to%20RG%20UI.pptx?d=w8c6778983ad7489793e942993df692f4&csf=1&web=1&e=eDjVaH,,,No longer needed,01.inactive,,,,,2024-05-12 20:34:20
01. IAO ERP,576.0,1406.0,LI-030-090-004,,06. PTP,03.R3,Randy Eck,Syed S Nawaz,02.IF - Intel Foundry,Kumar Vytla,02.Interface,maheshgowda@deloitte.com,TM:Intel Routing guide interface to pull in the data from Middleware for ransportation lanes,10912.0,Intel Routing Guide,LI-030-090,R3 Design Sprint 3,02.Intel,02.Intel,00.Draft,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/LI-030-090_PTP_RICEFW%20Intake%20Form_Mulesoft%20to%20RG%20UI.pptx?d=w8c6778983ad7489793e942993df692f4&csf=1&web=1&e=eDjVaH,,,No longer needed,01.inactive,,,,,2024-05-12 20:34:20
01. IAO ERP,577.0,1407.0,LI-100-070-0001,,06. PTP,03.R3,Cari H Shim,,02.IF - Intel Foundry,Kumar Vytla,02.Interface,Rajesh Tol,"Outbound Interface to send supplier owned consignment inventory snapshot to supplier from S4 via Open Text, 4C1",,,LI-100-070,R3 Design Sprint 4,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/LI-100-070-0001_Send_Supplier_Owned_Inventory_Snapshot_Intel_Foundary.pptx?d=w5ff4c89b95e246d7821635651584943c&csf=1&web=1&e=tSIRjf,,ekaterina.potapova@intel.com,05/30 : Intake Processed,03.Processed,PTPI0297,,,,2024-05-12 21:49:34
01. IAO ERP,578.0,1408.0,LI-120-100-0007,,06. PTP,03.R3,Cari H Shim,,02.IF - Intel Foundry,Kumar Vytla,02.Interface,Rajesh Tol,Inbound interface to receive semi-finished goods “Goods Receipt” (4B2) signal from ODMs without physical receipt  - IF,,,LI-120-100,#NO MATCH,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/LI-120-100-0007_Receive_SFG_GR_4B2_From_ODM_Without_Receipt_Intel_Foundary.pptx?d=wcc320a5581f34789af908d6087ddacc8&csf=1&web=1&e=fsqTBf,,ekaterina.potapova@intel.com,05/30: Intake Processed,03.Processed,PTPI0153,,,,2024-05-12 22:18:26
01. IAO ERP,579.0,1409.0,PM-050-110-0001,,06. PTP,03.R3,Cari H Shim,,02.IF - Intel Foundry,Kumar Vytla,02.Interface,Rajesh Tol,"Inbound Interface to receive commercial data (like prices,leadt time, etc ) from Ariba quotes and update Purchase Information records and/or SAP contracts with the data",,Ariba,PM-050-110,R3 Design Sprint 7,01.Deloitte,01.Deloitte,00.Draft,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/PM-050-110-0001_Receive_Commercial_Data_From_Ariba_Quotes_Intel_Foundary.pptx?d=w9f804da15d0a4883a575414a918b1e21&csf=1&web=1&e=9bcKhY,,ekaterina.potapova@intel.com,"05/23 : Not ready for intake 
To be reclassified as Enhancement",01.inactive,,,,,2024-05-12 22:18:26
01. IAO ERP,580.0,1410.0,PM-050-110-0002,,06. PTP,03.R3,Cari H Shim,,01.IP - Intel Product,Kumar Vytla,02.Interface,Rajesh Tol,"Inbound Interface to receive commercial data (like prices,leadt time, etc ) from Ariba quotes and update Purchase Information records and/or SAP contracts with the data",,Ariba,PM-050-110,R3 Design Sprint 7,01.Deloitte,01.Deloitte,00.Draft,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/PM-050-110-0002_Receive_Commercial_Data_From_Ariba_Quotes_Intel_Products.pptx?d=wb3e0b0453c1646feae9f8ec988e39914&csf=1&web=1&e=iKNRIO,,ekaterina.potapova@intel.com,"05/23 : Not ready for intake 
To be reclassified as Enhancement",01.inactive,,,,,2024-05-12 22:18:26
01. IAO ERP,581.0,1411.0,PM-080-060-0013,,06. PTP,03.R3,Cari H Shim,,02.IF - Intel Foundry,Kumar Vytla,02.Interface,Rajesh Tol,Supplier / Capability specific configuration needed to form correct AS3 messages,,,PM-080-060 -,,01.Deloitte,01.Deloitte,00.Draft,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/PM-080-060-0013_Supplier_Or_Capability_Specific_Configuration_For_Correct_AS3_Messages_Intel_Foundary.pptx?d=w70fb66f62ceb4e8c96bed53577521d32&csf=1&web=1&e=ivhs5i,,ekaterina.potapova@intel.com,"05/23 : Not ready for intake
Intake form to be modified to capture more information",01.inactive,,,,,2024-05-12 22:18:26
01. IAO ERP,582.0,1412.0,PM-080-160-0004,,06. PTP,03.R3,Cari H Shim,,01.IP - Intel Product,Kumar Vytla,02.Interface,Rajesh Tol,"Inbound Interface to receive Advanced Shipment Notice (ASN) data in txt file format, Custom Flatfile for Intel Foundary Customer Orders",,,PM-080-160,R3 Design Sprint 3,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/PM-080-160-0004_Receive_ASN_In_TXT_Flat_File_Intel_Products.pptx?d=w35d92733beba4537b12cbddf50613d13&csf=1&web=1&e=eFV3jp,,ekaterina.potapova@intel.com,05/23: Intake complete. Processed,03.Processed,PTPI0267,,,,2024-05-12 22:18:26
01. IAO ERP,583.0,1413.0,PM-080-160-0005,,06. PTP,03.R3,Cari H Shim,,01.IP - Intel Product,Kumar Vytla,02.Interface,Rajesh Tol,Inbound interface to receive Finished Goods Advanced Shipping notifications from ODM suppliers via E2Open boundary application to S4 IP,,,PM-080-160,R3 Design Sprint 3,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/PM-080-160-0005_Receive_FG_ASN_From_ODM_Intel_Products.pptx?d=w7295b2f393e34d998b70bd56c32ff091&csf=1&web=1&e=5Ierbs,,ekaterina.potapova@intel.com,05/20: Intake Complete,03.Processed,PTPI0254,,,,2024-05-12 22:18:26
01. IAO ERP,584.0,1414.0,PM-080-160-0006,,06. PTP,03.R3,Cari H Shim,,01.IP - Intel Product,Kumar Vytla,02.Interface,Rajesh Tol,Inbound interface to receive Finished Goods Advanced Shipping notifications from ODM suppliers via E2Open boundary application to S4 IF,,,PM-080-160,R3 Design Sprint 3,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/06.%20PTP/2%20Sprint%20detailed%20plans/Phase%201%20Detailed%20design%20%26%20Sprint%20Planning/Workshops/Logistics/Final%20Deliverables/PM-110-060/RICEFW%20Consoles/Console%201414_for%20LOGI0253_IF%20Update.pptx?d=wed8abf82d946482faa6733df51f40661&csf=1&web=1&e=nXTetl,,ekaterina.potapova@intel.com,05/20: Intake Complete,03.Processed,PTPI0253,,,,2024-05-12 22:18:26
01. IAO ERP,585.0,1415.0,PM-090-040-0003,,06. PTP,03.R3,Cari H Shim,,01.IP - Intel Product,Kumar Vytla,02.Interface,Rajesh Tol,Outbound interface to publish SAP Contracts details to Web Contract - IP,,,PM-090-040,R3 Design Sprint 5,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/PM-090-040-0003_Publish_SAP_Contract_Details_To_WebContracts_Intel_Products.pptx?d=wc0df8a85ce4546ebb2a13c279fbae455&csf=1&web=1&e=WeZCzf,,ekaterina.potapova@intel.com,05/14: Intake Complete,03.Processed,PTPI0212,,,,2024-05-12 22:18:26
