Approved Release [PMO Only],Intercepting Testing Cycle,Change ID (AC),Approved/Denied,Next Steps,Program Scope,Requested Releases,"Priority (Very High, High, Medium, Low)",Requestor Team*,Requestor Sub-team*,Logistics?,Impacted Towers/Horizontals (Multiple Selection),Change Request Owner,Change Request IT Owner For The Function,Project Manager,Related Open Design Topic,Related CR,Related Risk/Issue [RAID #],Related KDD [RAID #],ServiceNow Reference,ServiceNow Delivery Status,B-App IAPM ID,B-App IAPM Name,Special Projects,Change Title*,Change Description,Rationale for the Change,Impact to Schedule,Ready for PMO Review?,Core vs Non-Core Functionality,Link to Approval Email,Link to Change Request Review Deck,CR Category,Type of Change [For Program Releases - R1-R5],Impacted L3's,Will have BPM Standards (BIC/WIKI) Updates?,Complexity,Technical Effort Estimation,Design Complexity Value,Dollar Impact (US Design Hours),Dollar Impact ($),Functional Effort,CDI Tech Effort [SCP Build],PDH Tech Effort [SCP Build] hrs,BY Tech Effort [SCP Build] hrs,ECA Tech Effort [SCP Build] hrs,Config Effort [ERP Build],Tech Effort [ERP Build],ECA Effort [ERP Build],Data Migration [ERP Build],Security Effort [ERP Build],BApps Tech Effort,Total SCP Tech Effort,Total ERP Tech Effort,ERP Dev Team [For Build CR's Only],Added/Pushed Object ID's?,Dev Team of New Object,Count of New Objects,Added Object ID's,RICEFW Console ID,S4 Object Tracker,Count of New S4 Objects,Deloitte ECA,Count of New Deloitte ECA Objects,Intel ECA,Count of New Intel ECA Objects,Count of New ECA Objects,SCP - RICEFW,Count of SCP RICEFW,SCP - PDH,Count of SCP - PDH,Count of New SCP Objects,Changed Build Objects,Count of Changed Objects,Changed S4 RICEFW's,Count of Changed S4,Changed ECA ID's,Count of Changed ECA,Changed SCP ID's,Count of Changed SCP,Descoped RICEFW ID's,Replacement Object,Planned FUT Complete date,Count of Descoped RICEFW's,Change Status,Need Core Leadership approval? [PMO],Need MRC Approval? [PMO],Review Date with Change Ingestion,Notes from Change Ingestion,2nd Review Date with CCB,Notes from 2nd CCB Review,Actual Review Date with CL [Stage 1],Notes from Core Leadership Review [Stage 1],Actual Review Date with CL [Stage 2],Notes from Core Leadership Review [Stage 2],Review Date with MRC,Notes From MRC Review,Comments for Rejection/Deferral,Design vs Build,Approval Level,Leadership Approval Date,Month of Approval,Final Month of Approval,Month of Creation,Creation Date,Days Open,Aging,Created By,Reconciliation Done?,For Future Release?,Completion Status (Build CR),Completion Status (Object ID),Completion Status (Manual),Overall Completion,Added to Build CR Tracker,Applicable for R4
R3 (Feb 2027),R3 ITC1,INT-CR1055,Approved,,ERP,R3 (Release 3),Medium,07. FTS IF,7.2 FTS IF - Business,,"02. E2E Process Integration
07. FTS IF",eugene.celis@intel.com,Inventory/Logistics/FTS — Stef Maxey,FTS IF - Haritha Komma,,CR0811,"01802,01803,01804","01802,01803,01804",,,,,,Shipping Rejects/Scraps from ISM to Non-ISM,"Change Request for E2E assessment of replacing ISM/SAP ISM Fiori on Shipping Rejects/Scraps that are non inventoried in MES systems  (as they are intended to go for physical scrap unless there is a requested to be shipped either to IF lab, IP lab, External for material evaluation (i.e. MRB evaluation, etc.).","This process was designated part of the ISM non-compliance process, but given E2E has found some solution on “Reclaim Wafer  Non-Inventoried from ISM to Non-ISM, we want l to leverage almost similar process to address ISM non-compliance.    Shipments of Reject/Scrap is not of a re-occurring and high frequency compared to wafer reclaim.

Without this CR, the program risks operational inefficiencies, audit exposure, and non-compliance with environmental and trade requirements",Dependent on the Proposed E2E flow,Yes,,,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B119BEADB-F406-4A83-A4E1-57558C5C4711%7D&file=CR_1055_IF%20FTS_Shipping%20Rejects%20from%20ISM%20to%20Non_ISM.pptx&action=edit&mobileredirect=true,Design / Build Gap,1. Process Scope / Design Change,,Yes,,Medium,0.0,,,,,,,,,,,,,,0.0,0.0,N/A,No,,0.0,N/A,3162,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,N/A,0.0,,0.0,,0.0,,0.0,N/A,,,0.0,10. OSC/CL Approved (end status),Yes,No,2025-08-14 00:00:00,"This is an impact analysis of CR0811. Therefore, it will go straight to CR Meeting for approval.",,,2025-08-15 00:00:00,"•	The current process uses ISM and Fiori ISM, but due to tax and compliance issues, a new approach is needed.
•	The team proposes leveraging the reclaim wafer solution for handling non-inventoried scrap and rejects.
•	The new process will use standard SAP transactions like MIGO to bring materials into inventory as blocked stock, followed by a stock transport order.
•	This is an ad hoc, low-volume process, unlike reclaim wafers which are high-frequency.
•	Key considerations include:
o	Customs valuation: Scrap should not be valued at zero; statistical pricing may be used.
o	Material types: Potential use of UNBW or multiple UW materials for pricing combinations.
o	Master data: Minimal impact expected, but part numbers need to be defined.
o	Security/configuration: May require minor setup.
o	The process will support shipments between IF and IP, including labs and external customers.
•	Approved: Confirmed by Uzma Ahmed. Team to bring back if they discover any master data impacts.",,,,,,Design,CL/OSC,2025-08-15 00:00:00,"08, 2025","08, 2025","08, 2025",2025-08-13 00:00:00,0.0,< 15 Days,web-form@smartsheet.com,,No,,No Objects,,In Progress,No,
R3 (Feb 2027),N/A,INT-CR1056,Approved,,ERP,R3 (Release 3),Medium,05. OTC IP,5.11 OTC IP - Order Management,,05. OTC IP,Sindhuja Gangireddy,,,,,,,,,,,,Cancellation of RICEFW object OTCI0419,Cancellation of RICEFW object OTCI0419 - Inbound Interface from WOM to S4 to send the output preference,WOM users will utilize existing ZBA1 and ZBA3 outputs instead of separate WOM outputs hence this interface is not required anymore,,Yes,,https://intel.sharepoint.com/:u:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/01.%20PMO/05.%20Scope%20and%20Change%20Control/Change%20Control/CR%20Approval%20Emails/CR1056/RE%20Approval%20needed-CR1056-Cancellation%20of%20RICEFW%20object%20OTCI0419.msg?csf=1&web=1&e=MvmGkN,,,5. Cancel RICEFW / ECA / Build Object,,,,0.0,0.0,,,,,,,,,126.0,,,,,0.0,126.0,N/A,No,,0.0,N/A,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,N/A,0.0,,0.0,,0.0,,0.0,OTCI0419,,,1.0,04. Tower/Horizontal Approved (end status),No,No,2025-09-02 00:00:00,,,,,,,,,,,Other,Tower,2025-09-02 00:00:00,"09, 2025","09, 2025","08, 2025",2025-08-13 00:00:00,0.0,< 15 Days,kgajananchaporkar@deloitte.com,,No,,No Objects,,In Progress,No,
R2 (Hypercare),R2 Hypercare,INT-CR1057,Approved,,ERP,R2 Hypercare,High,04. OTC IF,4.8 OTC IF - EWM,Yes,"04. OTC IF
05. OTC IP",junior.milan@intel.com,,OTC IF - Angela Laskowski,,,,,INC14824443,Delivered,,,,MBB Label CoF Logic Adjustment,Change data source of CoF from MPL to Batch Classification in SAP,"For data accuracy, we are changing source of CoF to the Batch Classification in SAP. For all documents and labels, this should be single point of data consumption",,No,,,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/01.%20PMO/05.%20Scope%20and%20Change%20Control/Change%20Control/Change%20Request%20Decks/OTC/INT-CR1057_IF_R2_CoF%20Logic%20Adjustment%20MBB%20Label.pptx?d=wd1829966ad01486695b1cc3e89652eaa&csf=1&web=1&e=a4LPFf,,4. Change to Existing RICEFW / ECA/ Build Object,,,,,0.0,,,,,,,,,6.0,,,,,0.0,6.0,N/A,No,,0.0,N/A,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,LOGI0278,1.0,LOGI0278,1.0,,0.0,,0.0,N/A,,,0.0,04. Tower/Horizontal Approved (end status),No,No,2025-08-13 00:00:00,Approved in ad hoc meeting with Uzma. Recording uploaded. This request is to change the source of an interface as Boundary app should not be sending this.,,,,,,,,,,Build,Tower,2025-08-13 00:00:00,"08, 2025","08, 2025","08, 2025",2025-08-13 00:00:00,0.0,< 15 Days,imme.sandweg@intel.com,,No,,No Objects,,In Progress,No,
R3 (Feb 2027),N/A,INT-CR1058,Approved,,ERP,R3 (Release 3),Low,03. FPR,3.1 FPR – GL Close & Consolidate,,"03. FPR
10. Analytics",posunil@deloitte.com,"FPR — Sara Cooper, Bharath Paturi, Nidhi Wadhwani",FPR - Aubrey Hinderlider,NA,NA,NA,NA,NA,,NA,#INVALID VALUE,,RICEFW Cancellation request for ECA object FPRXV130 - Automated Rebate and Marketing Accruals (Reclass),Cancelling ECA object FPRXV130 - Automated Rebate and Marketing Accruals (Reclass),"Object to be cancelled as business has confirmed that all fields in the Invoice listing were available in the standard Fiori app,",No impact.,Yes,Non-Core,https://intel.sharepoint.com/:u:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/01.%20PMO/05.%20Scope%20and%20Change%20Control/Change%20Control/CR%20Approval%20Emails/CR1058/RE_%20GL%20Close%20RICEF%20Cancellation%20FPRXV130.msg?csf=1&web=1&e=MXeT0I,NA,Missed Requirement,5. Cancel RICEFW / ECA / Build Object,,,Low,0.0,1.0,,,,,,,,,,,,,,0.0,0.0,N/A,No,,0.0,N/A,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,N/A,0.0,,0.0,,0.0,,0.0,FPRXV130,Standard AP report (configuration) will be used in S4 as all the data required exists in standard Fiori app.,,1.0,04. Tower/Horizontal Approved (end status),No,No,2026-02-25 00:00:00,,,,,,,,,,,Other,Tower,2026-02-25 00:00:00,"02, 2026","02, 2026","08, 2025",2025-08-13 00:00:00,0.0,< 15 Days,posunil@deloitte.com,,No,,No Objects,,In Progress,No,
R3 (Feb 2027),R3 ITC1,INT-CR1060,Approved,,SCP,R3 (Release 3),High,05. OTC IP,5.14 OTC IP - IP Allocation Planning & Order Promise,,"05. OTC IP
08. FTS IP
10. Analytics",Jon Benoist,FTS (SCP IP & OP) — Chad Smith,OTC IP - Teresa McNicol/Jon Benoist,,CR0716,n/a,n/a,,,,,,Original CMAD,Capture the original Confirmed Material Availability Date (CMAD) in each Sales Order/Line Item (SOLI).  Leverage Original CMAD to ensure BY ESP and OP pull in all orders for a given material to their Original CMAD prior to attempting to pull orders into their Requested Material Availability Date (RMAD).,"KDD to honor original commitment, therefore we should not be improving sales orders to their RMADs if other sales orders are beyond their original CMAD for a given material.",No,Yes,,,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/01.%20PMO/05.%20Scope%20and%20Change%20Control/Change%20Control/Change%20Request%20Decks/OTC/INT-CR1060_APOP_Original_CMAD.pptx?d=w02bed6497f0745e08f5bdb7889d20dc2&csf=1&web=1&e=rN7IfV,,4. Change to Existing RICEFW / ECA/ Build Object,,No,Low,Low,1.0,,,,,40.0,,24.0,,,,,,,64.0,0.0,N/A,No,,0.0,N/A,,,0.0,,0.0,,0.0,0.0,,0.0,"SCPIPAPOPPDH0013, SCPIPAPOPPDH0011",2.0,2.0,N/A,0.0,,0.0,,0.0,,0.0,N/A,,,0.0,04. Tower/Horizontal Approved (end status),No,No,2025-09-11 00:00:00,"o	This is related to a couple of other ERP CR’s, and this CR will allow for the CMAD and original CDD to be picked up from sales order.
	It will be communicated out before attempting to pull orders into RDD
o	AR: Review ECA estimates – @Narayanan, Sunil @Clark, Vanessa M
Vanessa confirmed that Sunil has reviewed the ECA estimates. Therefore, marked as approved.",,,,,,,,,,Build,Tower,2025-09-11 00:00:00,"09, 2025","09, 2025","08, 2025",2025-08-14 00:00:00,0.0,< 15 Days,jon.benoist@intel.com,,No,,No Objects,,In Progress,No,
,R3 ITC1,INT-CR1061,Cancelled,,SCP,R3 (Release 3),High,05. OTC IP,5.14 OTC IP - IP Allocation Planning & Order Promise,,"05. OTC IP
08. FTS IP",cristopher.r.oltmann@intel.com,FTS (SCP IP & OP) — Chad Smith,OTC IP - Teresa McNicol/Jon Benoist,,"Mike Lange suggested this out of review with the Business.  It was not a miss, but an improvement based on Mike's experience.",n/a,n/a,,,,,,Original CMAD,Capture the original Confirmed Material Availability Date (CMAD) in each Sales Order/Line Item (SOLI).  Leverage Original CMAD to ensure BY ESP and OP pull in all orders for a given material to their Original CMAD prior to attempting to pull orders into their Requested Material Availability Date (RMAD).,"KDD to honor original commitment, therefore we should not be improving sales orders to their RMADs if other sales orders are beyond their original CMAD for a given material.",TBD,No,,,https://intel.sharepoint.com/:p:/r/sites/intelspinnakerdeloitteiao/Shared%20Documents/IP%20Allocation%20and%20Order%20Promising/2.%20Feasibility%20Phase/CCB%20WIP/IAO%20PXT%20CCB%20BY%20APOP%20Original%20CMAD.pptx?d=wdb9593dca9684112bfa549f7bcb25b66&csf=1&web=1&e=mODQ2a,,1. Process Scope / Design Change,,No,,Low,0.0,,,,,,,,,,,,,,0.0,0.0,N/A,,,0.0,TBD,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,N/A,0.0,,0.0,,0.0,,0.0,,,,0.0,16. Cancelled by Requestor Tower,,,,,,,,,,,,,Confirmed by Jon Benoist that this is a duplicate of CR1060,Design,Not Assigned,,Not Approved,#INVALID OPERATION,"08, 2025",2025-08-14 00:00:00,0.0,< 15 Days,web-form@smartsheet.com,,No,,No Objects,,In Progress,No,
R2 (Hypercare),R2 Hypercare,INT-CR1062,Approved,,ERP,R2 Hypercare,Medium,04. OTC IF,4.11 OTC IF - Order Management,,"04. OTC IF
13. Security",Taposh Ganguli,OTC — Kevin Brown,OTC IF - Angela Laskowski,,,,,INC14831364,Delivered,,,,Allow CBA to have access for Import Sales Orders & Mass Change Sales Orders,"The CBA (Customer Business Analyst) role will be updated to expand its transaction capabilities. Specifically, the following functionalities will be added to the CBA role:
Mass Change Sales Orders(5211):?Grant the ability to perform mass changes on sales orders, enabling the CBA to efficiently update multiple sales orders in a single operation.
Import Sales Orders(F4293):?Provide access to import sales documents, allowing the CBA to upload and process sales-related documents in bulk.","These enhancements are intended to streamline sales order management and document processing for users with the CBA role, improving operational efficiency","CBA will be able to process and update sales orders in bulk more efficiently, leading to faster order management and improved customer service.",Yes,,,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7BACE2113F-9996-4618-84B7-6638C2FCF60E%7D&file=INT-CR1062_Allow%20CBA%20to%20have%20access%20for%20Import%20Sales%20Orders%20&%20Mass%20Change%20Sales%20Orders.pptx=&wdOB=A3F6E62981794965B93E72145688B6C2&action=edit&mobileredirect=true,,6. Build Security-Related Changes,,,,,0.0,,,,,,,,,,,,10.0,,0.0,0.0,N/A,No,,0.0,N/A,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,N/A,0.0,,0.0,,0.0,,0.0,N/A,,,0.0,04. Tower/Horizontal Approved (end status),No,,2025-08-21 00:00:00,Approved in CR Ingestion 8/21.,,,,,,,,,,Build,Tower,2025-08-21 00:00:00,"08, 2025","08, 2025","08, 2025",2025-08-14 00:00:00,0.0,< 15 Days,plakshmipadmaja@deloitte.com,,No,,No Objects,,In Progress,No,
,,INT-CR1064,Cancelled,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,N/A,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,N/A,0.0,,0.0,,0.0,,0.0,,,,0.0,16. Cancelled by Requestor Tower,,,,,,,,,,,,,,,Not Assigned,,Not Approved,#INVALID OPERATION,"08, 2025",2025-08-14 00:00:00,0.0,< 15 Days,mshabaz@deloitte.com,,No,,No Objects,,In Progress,No,
R4 (Jul 2027),R4 ITC1,INT-CR1067,Approved,,ERP,R4 (Release 4),Medium,07. FTS IF,7.7 FTS IF - Manufacturing & MES Integration,,07. FTS IF,rudrsengupta@deloitte.com,Inventory/Logistics/FTS — Stef Maxey,FTS IF - Haritha Komma,,,,,,,,,,"Additional WRICEF to support Interface to deliver the MM, BOM, Vendor master, Batch and STO details","Enhancement to create program which can run query and retrieve data on the MM, BOM, Vendor master, STO detail and batch detail","Issue: To facilitate the DMRA process, key data such as associated Material Master, Bill of Material, Vendor Master, Batch SLED (shelf-life expiration date), and STO details—must be provided. The DMRA team will utilize this information to evaluate material requests and make recommendations for the next material replenishment cycle.
This program will be invoked through a Batch Job which will run daily. It will extract MM, BOM and Vendor data from SAP and send it to DMRA  Existing program can be copied over.


Proposed Solution:
A single driver program will be implemented to send data—including Material Master, BOM, Vendor Master, Batch SLED, and STO details—to DMRA in intervals. This program will query standard tables, apply custom logic to identify the relevant objects, and utilize the interface to call the MuleSoft API, transmitting the required structure. The interface ensures that DMRA receives near-real-time data updates approximately every 15 minutes. An enhancement ID will be needed with this change request to enable scheduling the program as a background job.",,Yes,,https://intel.sharepoint.com/:u:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/01.%20PMO/05.%20Scope%20and%20Change%20Control/Change%20Control/Change%20Request%20Decks/FTS/R3/Approval%20Emails/RE%20INT-%20CR%201067%20-%20Approval%20Required.msg?csf=1&web=1&e=u61zcD,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/01.%20PMO/05.%20Scope%20and%20Change%20Control/Change%20Control/Change%20Request%20Decks/FTS/R3/INT-CR1067_FTS-IF_Enhancement%20to%20trigger%20batch%20and%20STO%20details%20from%20S4%20to%20DMRA%20on%20a%20periodical%20basis.pptx?d=w17055112313a4024a732bf65e686ebd5&csf=1&web=1&e=0y8UWT&nav=eyJzSWQiOjIxNDc0ODExNDMsImNJZCI6Nzg5NjQ4MDg5fQ,,2. New RICEFW / ECA / Build Object,,,Medium,,2.0,,,,,,,,,,,,,,0.0,0.0,N/A,Yes,,1.0,FTSE1641,,FTSE1641,1.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,N/A,0.0,,0.0,,0.0,,0.0,N/A,,,0.0,04. Tower/Horizontal Approved (end status),No,No,2025-09-11 00:00:00,"o	Additional data needs to be sent to DMRA, and this interface will be utilized to collect that data",,,,,,,,,,Other,Tower,2025-09-11 00:00:00,"09, 2025","09, 2025","08, 2025",2025-08-14 16:18:55,0.0,< 15 Days,posinax.chiranjeevi.kalesh@intel.com,,No,,In Progress,,In Progress,No,Yes
R3 (Feb 2027),R3 ITC1,INT-CR1065,Approved,Presenter: Akshay Awasthi,ERP,R3 (Release 3),Medium,05. OTC IP,5.6 OTC IP - Credit and Collections,,"04. OTC IF
05. OTC IP",Nilesh Dattatraya Sawkar,OTC — Kevin Brown,OTC IP - Teresa McNicol/Jon Benoist,,,,,,,,,,Additional WRICEF for Credit Limit Request Workflow,Additional WRICEF object required to build Credit Limit Request workflow to cater for customized email notifications.,"To cater for the requirement around Credit Limit Request functionality, BADI Enhancement and Custom Workflow are required.
Existing WRICEF OTCE0737 is ‘enhancement’ type of object.
Custom workflow is required to trigger email to multiple parties involved (not just to the next approver), also it is required to have customized email content which would convey more detail information to the recipient to act upon.
Technical team would need a ‘workflow’ type of WRICEF to build the custom workflow and deliver the entire solution.",,Yes,Core,,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7BC78D9157-F820-43B1-A8EE-E7C95DBAE8E6%7D&file=INT-CR1065%20for%20CLR%20-%20Additional%20RICEFW%20for%20Credit%20Limit%20Request%20workflow.pptx&action=edit&mobileredirect=true&ovuser=36da45f1-dd2c-4d1f-af13-5abe46b99921%2Canntam%40deloitte.com&clickparams=eyJBcHBOYW1lIjoiVGVhbXMtRGVza3RvcCIsIkFwcFZlcnNpb24iOiI0OS8yNTA5MTExNjAxOCIsIkhhc0ZlZGVyYXRlZFVzZXIiOmZhbHNlfQ%3D%3D,,2. New RICEFW / ECA / Build Object,,,,Medium,0.0,,,,,,,,,,,,,,0.0,0.0,N/A,Yes,S4,1.0,OTCW1683,"2065, 3153",OTCW1683,1.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,N/A,0.0,,0.0,,0.0,,0.0,N/A,N/A,,0.0,10. OSC/CL Approved (end status),Yes,No,2025-10-16 00:00:00,"o	This was not discovered until FS discussions when team got into the granular details.
o	To deliver the workflow side of the work, then a new RICEFW is required. Not a new requirement, and design is done.
	Everything is documented, but we need this RICEFW to be created for build to move forward. Functional inputs are added already.
o	AR: Include statement that there is no design work. - @Awasthi, Akshay
o	AR: This is not a core functionality so missing ITC1 is not a risk. - @Awasthi, Akshay",,,2025-10-17 00:00:00,"•	Another key topic was the enhancement of the CLR functionality within the OTC credit and collections team. 
•	The existing system provides basic email notifications for credit limit increase requests but lacks detailed content and multi-level approval notifications required by the business. 
•	The proposed solution involves implementing a custom workflow to send tailored notifications reflecting the requested changes and to support group-level approvals. 
•	The team confirmed that while the functionality exists in ECC as customization, this enhancement is necessary in the new system to meet business requirements. 
•	The request is for a medium complexity change request to build this workflow, with the functional design already approved. 
•	The discussion recognized the uniqueness of the credit and collections process and the need for high-touch automation to manage credit lines effectively.
•	Decision: Approved",,,,,,Other,CL/OSC,2025-10-17 00:00:00,"10, 2025","10, 2025","08, 2025",2025-08-14 14:48:07,0.0,< 15 Days,nsawkar@deloitte.com,,No,,Complete,,Complete,No,
,N/A,INT-CR1066,New,,ERP,R3 (Release 3),High,09A. Master Data,9A.6 Master Data - Material,,"09A. Master Data
09B. Data Migration",Mubashir Ghazi,Data & Analytics - Rebecca Verette,Data - Julie Fawdington,,,,,,,,,,Descope-R3-DATC0073-Material Master Data Warehouse Management View Conversion,As per EWM Team Warehouse Management Views will be directly extended in EWM Box and these extensions are not required in MDG and S/4 Systems,As per EWM Team Warehouse Management Views will be directly extended in EWM Box and these extensions are not required in MDG and S/4 Systems,,No,,,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/01.%20PMO/05.%20Scope%20and%20Change%20Control/Change%20Control/Change%20Request%20Decks/Data/INT-CR1066%20Descope%20Material%20Master%20Data%20WM%20View%20Conversion%20Object.pptx?d=wde828024d44a49e990f626a2c766927f&csf=1&web=1&e=S92JV3,,5. Cancel RICEFW / ECA / Build Object,,,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,N/A,No,,0.0,N/A,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,N/A,0.0,,0.0,,0.0,,0.0,,,,0.0,00. Identified,No,,,,,,,,,,,,,Other,Tower,,Missing Review Date for Approval Level,#INVALID OPERATION,"08, 2025",2025-08-14 16:14:55,237.0,> 30 Days,mshabaz@deloitte.com,,No,,No Objects,,N/A,No,
R2 (Hypercare),R2 Hypercare,INT-CR1068,Approved,,ERP,R2 Hypercare,Very High,03. FPR,3.7 FPR - Product Costing and Inventory Valuation,,03. FPR,josh.philpot@intel.com,FPR — Sara Cooper,FPR - Aubrey Hinderlider,,N/A,N/A,N/A,Standalone,Delivered,,,,SAP Finance Security Role change needed for 2 SAP related roles,Add various t-codes to OTC IF Finance Analyst role and FPR CORP - IT Support - Finance Close and Group Reporting.,"Product Costing: Additional access needed outside defined L3 processes. Primarily, this access is needed for investigation and support for product costing team to confirm unit information with S/4, ECC, and ICOST. ​

CFIN/Group Reporting: IT support t-codes are needed to maintain MM periods in IF.",No impacts to existing Deliverables.,Yes,,,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B6838F938-BC4E-4656-B7DC-1E19576C952B%7D&file=Change%20Request%20-%20FPR%20Security%20-%20OTC%20IF%20Finance%20Analyst%20Role.pptx&wdLOR=c0CFEB4EA-91AA-416F-9317-E295C1EC6B8F&action=edit&mobileredirect=true,,6. Build Security-Related Changes,,No,,Low,0.0,,,,,,,,,,,,12.0,,0.0,0.0,N/A,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,N/A,0.0,,0.0,,0.0,,0.0,,,,0.0,10. OSC/CL Approved (end status),Yes,No,2025-08-19 00:00:00,Approved by Uzma offline,,,2025-08-19 00:00:00,,,,,,,Build,CL/OSC,2025-08-19 00:00:00,"08, 2025","08, 2025","08, 2025",2025-08-14 17:43:20,0.0,< 15 Days,web-form@smartsheet.com,,No,,No Objects,,In Progress,No,
R2 (Hypercare),R2 Hypercare,INT-CR1069,Approved,,ERP,R2 Hypercare,,04. OTC IF,4.10 OTC IF - Logistics Management Outbound,Yes,"04. OTC IF
05. OTC IP
10. Analytics",junior.milan@intel.com,,OTC IF - Angela Laskowski,,,,,Standalone,Delivered,,,,Add MAWB Field  Data to ECA​,Customer (Mykonos)  requires that the Master Airwaybill (MAWB) is provided in their Advanced Ship Notice (ASN),"To remain compliant to customer ASN requirement, we will need to populate MAWB field in Freight Order",,No,,,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/01.%20PMO/05.%20Scope%20and%20Change%20Control/Change%20Control/Change%20Request%20Decks/OTC/INT-CRXXXX_IF_R2_Add%20MAWB%20Field%20to%20ECA.pptx?d=wd1829966ad01486695b1cc3e89652eaa&csf=1&web=1&e=faiCeO,,4. Change to Existing RICEFW / ECA/ Build Object,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,N/A,No,,0.0,N/A,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,LOGI0278,1.0,LOGI0278,1.0,,0.0,,0.0,N/A,N/A,,0.0,04. Tower/Horizontal Approved (end status),No,No,2025-09-05 00:00:00,Approved in Hypercare CR meeting with OSC,,,,,,,,,,Build,Tower,2025-09-05 00:00:00,"09, 2025","09, 2025","08, 2025",2025-08-14 17:49:33,0.0,< 15 Days,imme.sandweg@intel.com,,No,,No Objects,,In Progress,No,
